"tip","count","count_tree","Date","Date1","Date2","Location","type","year_month"
"EPI_ISL_122193|Victoria|HA|Southeast_Asia|Japan|2012-04-06",437,472,2012-04-06,2012.26229508197,2012-04-05,"Japan","Persistent lineages","2012-04"
"EPI_ISL_122197|Victoria|HA|Southeast_Asia|Japan|2012-04-20",462,472,2012-04-20,2012.30054644809,2012-04-19,"Japan","Persistent lineages","2012-04"
"EPI_ISL_122335|Victoria|HA|Southeast_Asia|Japan|2012-05-11",318,472,2012-05-11,2012.35792349727,2012-05-10,"Japan","Persistent lineages","2012-05"
"EPI_ISL_122337|Victoria|HA|Southeast_Asia|TaiwanChina|2011-12-09",429,472,2011-12-09,2011.93698630137,2011-12-09,"TaiwanChina","Persistent lineages","2011-12"
"EPI_ISL_122338|Victoria|HA|Southeast_Asia|TaiwanChina|2012-02-12",427,472,2012-02-12,2012.11475409836,2012-02-11,"TaiwanChina","Persistent lineages","2012-02"
"EPI_ISL_122528|Victoria|HA|Southeast_Asia|Thailand|2012-02-23",402,472,2012-02-23,2012.14480874317,2012-02-22,"Thailand","Persistent lineages","2012-02"
"EPI_ISL_122602|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2012-01-05",429,472,2012-01-05,2012.01092896175,2012-01-04,"MalaysiaBrunei","Persistent lineages","2012-01"
"EPI_ISL_124955|Victoria|HA|Southeast_Asia|India|2012-04-13",441,472,2012-04-13,2012.28142076503,2012-04-12,"India","Persistent lineages","2012-04"
"EPI_ISL_125888|Victoria|HA|Southeast_Asia|Bangladesh|2012-06-10",451,472,2012-06-10,2012.43989071038,2012-06-09,"Bangladesh","Persistent lineages","2012-06"
"EPI_ISL_125892|Victoria|HA|Southeast_Asia|TaiwanChina|2012-04-12",429,472,2012-04-12,2012.27868852459,2012-04-11,"TaiwanChina","Persistent lineages","2012-04"
"EPI_ISL_126270|Victoria|HA|Southeast_Asia|CentralChina|2012-02-06",451,472,2012-02-06,2012.09836065574,2012-02-05,"CentralChina","Persistent lineages","2012-02"
"EPI_ISL_126273|Victoria|HA|Southeast_Asia|NorthChina|2012-02-08",453,472,2012-02-08,2012.10382513661,2012-02-07,"NorthChina","Persistent lineages","2012-02"
"EPI_ISL_126295|Victoria|HA|Southeast_Asia|CentralChina|2012-03-01",457,472,2012-03-01,2012.16393442623,2012-02-29,"CentralChina","Persistent lineages","2012-03"
"EPI_ISL_126298|Victoria|HA|Southeast_Asia|SouthChina|2012-03-02",406,472,2012-03-02,2012.16666666667,2012-03-01,"SouthChina","Persistent lineages","2012-03"
"EPI_ISL_126325|Victoria|HA|Southeast_Asia|NorthChina|2012-03-18",447,472,2012-03-18,2012.21038251366,2012-03-17,"NorthChina","Persistent lineages","2012-03"
"EPI_ISL_126337|Victoria|HA|Southeast_Asia|SouthChina|2012-04-05",431,472,2012-04-05,2012.25956284153,2012-04-04,"SouthChina","Persistent lineages","2012-04"
"EPI_ISL_126354|Victoria|HA|Southeast_Asia|CentralChina|2012-05-14",453,472,2012-05-14,2012.36612021858,2012-05-13,"CentralChina","Persistent lineages","2012-05"
"EPI_ISL_128342|Victoria|HA|Southeast_Asia|Japan|2012-06-05",369,472,2012-06-05,2012.4262295082,2012-06-04,"Japan","Persistent lineages","2012-06"
"EPI_ISL_128375|Victoria|HA|Southeast_Asia|HongkongChina|2012-05-08",409,472,2012-05-08,2012.34972677596,2012-05-07,"HongkongChina","Persistent lineages","2012-05"
"EPI_ISL_128382|Victoria|HA|Southeast_Asia|SouthKorea|2012-04-17",418,472,2012-04-17,2012.29234972678,2012-04-16,"SouthKorea","Persistent lineages","2012-04"
"EPI_ISL_128383|Victoria|HA|Southeast_Asia|NorthChina|2012-04-03",406,472,2012-04-03,2012.25409836066,2012-04-02,"NorthChina","Persistent lineages","2012-04"
"EPI_ISL_128727|Victoria|HA|Southeast_Asia|Singapore|2012-06-13",459,472,2012-06-13,2012.44808743169,2012-06-12,"Singapore","Persistent lineages","2012-06"
"EPI_ISL_128729|Victoria|HA|Southeast_Asia|Singapore|2012-03-20",467,472,2012-03-20,2012.21584699454,2012-03-19,"Singapore","Persistent lineages","2012-03"
"EPI_ISL_128742|Victoria|HA|Southeast_Asia|SriLanka|2012",392,472,2012-06-05,2012.42812465753,2012-06-05,"SriLanka","Persistent lineages","2012-06"
"EPI_ISL_128743|Victoria|HA|Southeast_Asia|SriLanka|2012",394,472,2012-06-01,2012.41722465753,2012-06-01,"SriLanka","Persistent lineages","2012-06"
"EPI_ISL_129561|Victoria|HA|Southeast_Asia|Vietnam|2012-03-12",463,472,2012-03-12,2012.19398907104,2012-03-11,"Vietnam","Persistent lineages","2012-03"
"EPI_ISL_1296463|Victoria|HA|Southeast_Asia|Vietnam|2019-10-11",298,472,2019-10-11,2019.77534246575,2019-10-10,"Vietnam","Persistent lineages","2019-10"
"EPI_ISL_1296464|Victoria|HA|Southeast_Asia|Vietnam|2019-10-09",306,472,2019-10-09,2019.7698630137,2019-10-09,"Vietnam","Persistent lineages","2019-10"
"EPI_ISL_1296466|Victoria|HA|Southeast_Asia|Vietnam|2019-06-30",335,472,2019-06-30,2019.49315068493,2019-06-29,"Vietnam","Persistent lineages","2019-06"
"EPI_ISL_1296467|Victoria|HA|Southeast_Asia|Vietnam|2019-05-06",326,472,2019-05-06,2019.34246575342,2019-05-05,"Vietnam","Persistent lineages","2019-05"
"EPI_ISL_1296469|Victoria|HA|Southeast_Asia|Vietnam|2019-09-30",297,472,2019-09-30,2019.74520547945,2019-09-29,"Vietnam","Persistent lineages","2019-09"
"EPI_ISL_1296470|Victoria|HA|Southeast_Asia|Vietnam|2019-07-23",306,472,2019-07-23,2019.55616438356,2019-07-22,"Vietnam","Persistent lineages","2019-07"
"EPI_ISL_1296472|Victoria|HA|Southeast_Asia|Vietnam|2019-08-12",310,472,2019-08-12,2019.61095890411,2019-08-12,"Vietnam","Persistent lineages","2019-08"
"EPI_ISL_129664|Victoria|HA|Southeast_Asia|Bangladesh|2012-08-12",435,472,2012-08-12,2012.61202185792,2012-08-11,"Bangladesh","Persistent lineages","2012-08"
"EPI_ISL_131199|Victoria|HA|Southeast_Asia|NorthChina|2012-04-17",373,472,2012-04-17,2012.29234972678,2012-04-16,"NorthChina","Persistent lineages","2012-04"
"EPI_ISL_133553|Victoria|HA|Southeast_Asia|Laos|2012-10-08",314,472,2012-10-08,2012.76775956284,2012-10-07,"Laos","Persistent lineages","2012-10"
"EPI_ISL_133557|Victoria|HA|Southeast_Asia|Japan|2012-11-28",332,472,2012-11-28,2012.90710382514,2012-11-27,"Japan","Persistent lineages","2012-11"
"EPI_ISL_133562|Victoria|HA|Southeast_Asia|Laos|2012-06-04",429,472,2012-06-04,2012.42349726776,2012-06-03,"Laos","Persistent lineages","2012-06"
"EPI_ISL_134489|Victoria|HA|Southeast_Asia|Cambodia|2012-04-11",432,472,2012-04-11,2012.27595628415,2012-04-10,"Cambodia","Persistent lineages","2012-04"
"EPI_ISL_135848|Victoria|HA|Southeast_Asia|CentralChina|2012-08-18",365,472,2012-08-18,2012.62841530055,2012-08-17,"CentralChina","Persistent lineages","2012-08"
"EPI_ISL_137261|Victoria|HA|Southeast_Asia|Japan|2013-01-22",462,472,2013-01-22,2013.05753424658,2013-01-22,"Japan","Persistent lineages","2013-01"
"EPI_ISL_137269|Victoria|HA|Southeast_Asia|Japan|2013-01-17",442,472,2013-01-17,2013.04383561644,2013-01-17,"Japan","Persistent lineages","2013-01"
"EPI_ISL_137273|Victoria|HA|Southeast_Asia|TaiwanChina|2012-06-25",445,472,2012-06-25,2012.48087431694,2012-06-24,"TaiwanChina","Persistent lineages","2012-06"
"EPI_ISL_137519|Victoria|HA|Southeast_Asia|Thailand|2013-01-04",462,472,2013-01-04,2013.00821917808,2013-01-03,"Thailand","Persistent lineages","2013-01"
"EPI_ISL_137525|Victoria|HA|Southeast_Asia|HongkongChina|2013-01-09",306,472,2013-01-09,2013.02191780822,2013-01-09,"HongkongChina","Persistent lineages","2013-01"
"EPI_ISL_13871227|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-07-22",472,472,2010-07-22,2010.55342465753,2010-07-21,"MalaysiaBrunei","Persistent lineages","2010-07"
"EPI_ISL_140286|Victoria|HA|Southeast_Asia|Laos|2012-11-26",462,472,2012-11-26,2012.90163934426,2012-11-25,"Laos","Persistent lineages","2012-11"
"EPI_ISL_140295|Victoria|HA|Southeast_Asia|Japan|2013-01-11",443,472,2013-01-11,2013.02739726027,2013-01-10,"Japan","Persistent lineages","2013-01"
"EPI_ISL_14033457|Victoria|HA|Southeast_Asia|SouthChina|2022-02-09",351,472,2022-02-09,2022.10684931507,2022-02-09,"SouthChina","Persistent lineages","2022-02"
"EPI_ISL_14033570|Victoria|HA|Southeast_Asia|CentralChina|2022-01-08",351,472,2022-01-08,2022.01917808219,2022-01-07,"CentralChina","Persistent lineages","2022-01"
"EPI_ISL_14033603|Victoria|HA|Southeast_Asia|SouthChina|2021-12-20",351,472,2021-12-20,2021.96712328767,2021-12-19,"SouthChina","Persistent lineages","2021-12"
"EPI_ISL_143694|Victoria|HA|Southeast_Asia|Laos|2013-01-23",379,472,2013-01-23,2013.0602739726,2013-01-22,"Laos","Persistent lineages","2013-01"
"EPI_ISL_143696|Victoria|HA|Southeast_Asia|Laos|2013-02-05",409,472,2013-02-05,2013.09589041096,2013-02-05,"Laos","Persistent lineages","2013-02"
"EPI_ISL_143697|Victoria|HA|Southeast_Asia|Laos|2013-02-18",338,472,2013-02-18,2013.13150684931,2013-02-17,"Laos","Persistent lineages","2013-02"
"EPI_ISL_144502|Victoria|HA|Southeast_Asia|Vietnam|2012-04-19",409,472,2012-04-19,2012.29781420765,2012-04-18,"Vietnam","Persistent lineages","2012-04"
"EPI_ISL_14456632|Victoria|HA|Southeast_Asia|CentralChina|2022-03-22",351,472,2022-03-22,2022.21917808219,2022-03-21,"CentralChina","Persistent lineages","2022-03"
"EPI_ISL_144647|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2013-03-11",457,472,2013-03-11,2013.18904109589,2013-03-10,"IndonesiaEastTimor","Persistent lineages","2013-03"
"EPI_ISL_144824|Victoria|HA|Southeast_Asia|HongkongChina|2013-01-24",386,472,2013-01-24,2013.06301369863,2013-01-23,"HongkongChina","Persistent lineages","2013-01"
"EPI_ISL_145275|Victoria|HA|Southeast_Asia|Thailand|2013-03-28",427,472,2013-03-28,2013.23561643836,2013-03-28,"Thailand","Persistent lineages","2013-03"
"EPI_ISL_145279|Victoria|HA|Southeast_Asia|Vietnam|2013-05-01",383,472,2013-05-01,2013.32876712329,2013-05-01,"Vietnam","Persistent lineages","2013-05"
"EPI_ISL_145281|Victoria|HA|Southeast_Asia|HongkongChina|2013-04-05",457,472,2013-04-05,2013.25753424658,2013-04-05,"HongkongChina","Persistent lineages","2013-04"
"EPI_ISL_145283|Victoria|HA|Southeast_Asia|Vietnam|2013-04-29",383,472,2013-04-29,2013.32328767123,2013-04-28,"Vietnam","Persistent lineages","2013-04"
"EPI_ISL_145334|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2013-03-31",441,472,2013-03-31,2013.24383561644,2013-03-31,"MalaysiaBrunei","Persistent lineages","2013-03"
"EPI_ISL_145544|Victoria|HA|Southeast_Asia|Japan|2013-06-12",441,472,2013-06-12,2013.44383561644,2013-06-12,"Japan","Persistent lineages","2013-06"
"EPI_ISL_145553|Victoria|HA|Southeast_Asia|TaiwanChina|2013-04-24",457,472,2013-04-24,2013.3095890411,2013-04-24,"TaiwanChina","Persistent lineages","2013-04"
"EPI_ISL_146079|Victoria|HA|Southeast_Asia|Laos|2013-04-29",401,472,2013-04-29,2013.32328767123,2013-04-28,"Laos","Persistent lineages","2013-04"
"EPI_ISL_146084|Victoria|HA|Southeast_Asia|TaiwanChina|2013-05-10",383,472,2013-05-10,2013.35342465753,2013-05-09,"TaiwanChina","Persistent lineages","2013-05"
"EPI_ISL_148706|Victoria|HA|Southeast_Asia|SouthChina|2013-05-05",346,472,2013-05-05,2013.3397260274,2013-05-05,"SouthChina","Persistent lineages","2013-05"
"EPI_ISL_150187|Victoria|HA|Southeast_Asia|CentralChina|2013-03-06",279,472,2013-03-06,2013.17534246575,2013-03-05,"CentralChina","Persistent lineages","2013-03"
"EPI_ISL_150194|Victoria|HA|Southeast_Asia|CentralChina|2013-06-20",270,472,2013-06-20,2013.46575342466,2013-06-20,"CentralChina","Persistent lineages","2013-06"
"EPI_ISL_150311|Victoria|HA|Southeast_Asia|Japan|2013-01-19",442,472,2013-01-19,2013.04931506849,2013-01-18,"Japan","Persistent lineages","2013-01"
"EPI_ISL_151054|Victoria|HA|Southeast_Asia|Japan|2013-02-01",441,472,2013-02-01,2013.08493150685,2013-02-01,"Japan","Persistent lineages","2013-02"
"EPI_ISL_15146339|Victoria|HA|Southeast_Asia|Vietnam|2013-01-11",383,472,2013-01-11,2013.02739726027,2013-01-10,"Vietnam","Persistent lineages","2013-01"
"EPI_ISL_15146340|Victoria|HA|Southeast_Asia|Vietnam|2013-03-19",383,472,2013-03-19,2013.21095890411,2013-03-19,"Vietnam","Persistent lineages","2013-03"
"EPI_ISL_15146341|Victoria|HA|Southeast_Asia|Vietnam|2013-03-29",383,472,2013-03-29,2013.23835616438,2013-03-28,"Vietnam","Persistent lineages","2013-03"
"EPI_ISL_15146343|Victoria|HA|Southeast_Asia|Vietnam|2013-04-16",383,472,2013-04-16,2013.28767123288,2013-04-16,"Vietnam","Persistent lineages","2013-04"
"EPI_ISL_15146345|Victoria|HA|Southeast_Asia|Vietnam|2013-04-29",383,472,2013-04-29,2013.32328767123,2013-04-28,"Vietnam","Persistent lineages","2013-04"
"EPI_ISL_15146347|Victoria|HA|Southeast_Asia|Vietnam|2013-06-07",383,472,2013-06-07,2013.4301369863,2013-06-06,"Vietnam","Persistent lineages","2013-06"
"EPI_ISL_15146350|Victoria|HA|Southeast_Asia|Vietnam|2014-01-15",383,472,2014-01-15,2014.03835616438,2014-01-14,"Vietnam","Persistent lineages","2014-01"
"EPI_ISL_15146494|Victoria|HA|Southeast_Asia|MacaoChina|2013-04-05",457,472,2013-04-05,2013.25753424658,2013-04-05,"MacaoChina","Persistent lineages","2013-04"
"EPI_ISL_151533|Victoria|HA|Southeast_Asia|Singapore|2013-06-17",457,472,2013-06-17,2013.45753424658,2013-06-17,"Singapore","Persistent lineages","2013-06"
"EPI_ISL_153135|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2013-09-19",463,472,2013-09-19,2013.71506849315,2013-09-18,"IndonesiaEastTimor","Persistent lineages","2013-09"
"EPI_ISL_153146|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2013-06-01",463,472,2013-06-01,2013.41369863014,2013-06-01,"IndonesiaEastTimor","Persistent lineages","2013-06"
"EPI_ISL_153147|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2013-05-26",456,472,2013-05-26,2013.39726027397,2013-05-25,"IndonesiaEastTimor","Persistent lineages","2013-05"
"EPI_ISL_153520|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2013-06-14",463,472,2013-06-14,2013.44931506849,2013-06-13,"IndonesiaEastTimor","Persistent lineages","2013-06"
"EPI_ISL_153523|Victoria|HA|Southeast_Asia|Vietnam|2013-09-27",383,472,2013-09-27,2013.73698630137,2013-09-27,"Vietnam","Persistent lineages","2013-09"
"EPI_ISL_156600|Victoria|HA|Southeast_Asia|Nepal|2012",353,472,2012-05-09,2012.35442465753,2012-05-09,"Nepal","Persistent lineages","2012-05"
"EPI_ISL_156603|Victoria|HA|Southeast_Asia|Nepal|2012",402,472,2012-05-18,2012.38002465753,2012-05-18,"Nepal","Persistent lineages","2012-05"
"EPI_ISL_163691|Victoria|HA|Southeast_Asia|CentralChina|2012-02-07",254,472,2012-02-07,2012.10109289617,2012-02-06,"CentralChina","Persistent lineages","2012-02"
"EPI_ISL_163749|Victoria|HA|Southeast_Asia|CentralChina|2012-03-13",453,472,2012-03-13,2012.19672131148,2012-03-12,"CentralChina","Persistent lineages","2012-03"
"EPI_ISL_163752|Victoria|HA|Southeast_Asia|CentralChina|2012-03-21",420,472,2012-03-21,2012.21857923497,2012-03-20,"CentralChina","Persistent lineages","2012-03"
"EPI_ISL_163753|Victoria|HA|Southeast_Asia|CentralChina|2013-03-21",291,472,2013-03-21,2013.21643835616,2013-03-20,"CentralChina","Persistent lineages","2013-03"
"EPI_ISL_163755|Victoria|HA|Southeast_Asia|CentralChina|2012-03-27",424,472,2012-03-27,2012.2349726776,2012-03-26,"CentralChina","Persistent lineages","2012-03"
"EPI_ISL_163758|Victoria|HA|Southeast_Asia|CentralChina|2013-05-22",457,472,2013-05-22,2013.38630136986,2013-05-21,"CentralChina","Persistent lineages","2013-05"
"EPI_ISL_163842|Victoria|HA|Southeast_Asia|TaiwanChina|2014-04-10",385,472,2014-04-10,2014.27123287671,2014-04-09,"TaiwanChina","Persistent lineages","2014-04"
"EPI_ISL_163845|Victoria|HA|Southeast_Asia|TaiwanChina|2014-05-16",423,472,2014-05-16,2014.3698630137,2014-05-16,"TaiwanChina","Persistent lineages","2014-05"
"EPI_ISL_166179|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2014-02-20",463,472,2014-02-20,2014.13698630137,2014-02-20,"MalaysiaBrunei","Persistent lineages","2014-02"
"EPI_ISL_166912|Victoria|HA|Southeast_Asia|Laos|2013-10-21",388,472,2013-10-21,2013.80273972603,2013-10-21,"Laos","Persistent lineages","2013-10"
"EPI_ISL_166913|Victoria|HA|Southeast_Asia|Laos|2014-01-21",385,472,2014-01-21,2014.05479452055,2014-01-21,"Laos","Persistent lineages","2014-01"
"EPI_ISL_166945|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2014-03-13",456,472,2014-03-13,2014.19452054795,2014-03-13,"IndonesiaEastTimor","Persistent lineages","2014-03"
"EPI_ISL_16947019|Victoria|HA|Southeast_Asia|Bangladesh|2019-09-05",363,472,2019-09-05,2019.67671232877,2019-09-05,"Bangladesh","Persistent lineages","2019-09"
"EPI_ISL_169694|Victoria|HA|Southeast_Asia|CentralChina|2014-07-01",405,472,2014-07-01,2014.49589041096,2014-07-01,"CentralChina","Persistent lineages","2014-07"
"EPI_ISL_172670|Victoria|HA|Southeast_Asia|Thailand|2014-11-25",455,472,2014-11-25,2014.89863013699,2014-11-25,"Thailand","Persistent lineages","2014-11"
"EPI_ISL_173060|Victoria|HA|Southeast_Asia|Vietnam|2013-11-06",383,472,2013-11-06,2013.84657534247,2013-11-06,"Vietnam","Persistent lineages","2013-11"
"EPI_ISL_1732531|Victoria|HA|Southeast_Asia|Laos|2020-01-27",338,472,2020-01-27,2020.07103825137,2020-01-26,"Laos","Persistent lineages","2020-01"
"EPI_ISL_176843|Victoria|HA|Southeast_Asia|Vietnam|2012-11-23",410,472,2012-11-23,2012.89344262295,2012-11-22,"Vietnam","Persistent lineages","2012-11"
"EPI_ISL_18069124|Victoria|HA|Southeast_Asia|NorthChina|2023-03-07",351,472,2023-03-07,2023.17808219178,2023-03-06,"NorthChina","Persistent lineages","2023-03"
"EPI_ISL_18613855|Victoria|HA|Southeast_Asia|NorthChina|2023-10-06",351,472,2023-10-06,2023.76164383562,2023-10-06,"NorthChina","Persistent lineages","2023-10"
"EPI_ISL_18623930|Victoria|HA|Southeast_Asia|HongkongChina|2019-04-26",339,472,2019-04-26,2019.31506849315,2019-04-25,"HongkongChina","Persistent lineages","2019-04"
"EPI_ISL_192853|Victoria|HA|Southeast_Asia|Vietnam|2014-01-16",379,472,2014-01-16,2014.04109589041,2014-01-15,"Vietnam","Persistent lineages","2014-01"
"EPI_ISL_192864|Victoria|HA|Southeast_Asia|CentralChina|2012-01-17",406,472,2012-01-17,2012.04371584699,2012-01-16,"CentralChina","Persistent lineages","2012-01"
"EPI_ISL_194914|Victoria|HA|Southeast_Asia|TaiwanChina|2015-05-22",455,472,2015-05-22,2015.38630136986,2015-05-21,"TaiwanChina","Persistent lineages","2015-05"
"EPI_ISL_213494|Victoria|HA|Southeast_Asia|Singapore|2015-01-12",455,472,2015-01-12,2015.0301369863,2015-01-11,"Singapore","Persistent lineages","2015-01"
"EPI_ISL_232207|Victoria|HA|Southeast_Asia|Vietnam|2015-06-07",385,472,2015-06-07,2015.4301369863,2015-06-06,"Vietnam","Persistent lineages","2015-06"
"EPI_ISL_232282|Victoria|HA|Southeast_Asia|Thailand|2016-02-17",455,472,2016-02-17,2016.12841530055,2016-02-16,"Thailand","Persistent lineages","2016-02"
"EPI_ISL_239894|Victoria|HA|Southeast_Asia|Thailand|2015-04-27",455,472,2015-04-27,2015.31780821918,2015-04-27,"Thailand","Persistent lineages","2015-04"
"EPI_ISL_239898|Victoria|HA|Southeast_Asia|Cambodia|2015-11-30",455,472,2015-11-30,2015.91232876712,2015-11-29,"Cambodia","Persistent lineages","2015-11"
"EPI_ISL_240646|Victoria|HA|Southeast_Asia|Cambodia|2013-01-04",325,472,2013-01-04,2013.00821917808,2013-01-03,"Cambodia","Persistent lineages","2013-01"
"EPI_ISL_240647|Victoria|HA|Southeast_Asia|Cambodia|2013-01-02",325,472,2013-01-02,2013.00273972603,2013-01-02,"Cambodia","Persistent lineages","2013-01"
"EPI_ISL_240648|Victoria|HA|Southeast_Asia|Cambodia|2013-01-16",386,472,2013-01-16,2013.04109589041,2013-01-15,"Cambodia","Persistent lineages","2013-01"
"EPI_ISL_240649|Victoria|HA|Southeast_Asia|Cambodia|2013-03-12",325,472,2013-03-12,2013.19178082192,2013-03-12,"Cambodia","Persistent lineages","2013-03"
"EPI_ISL_246527|Victoria|HA|Southeast_Asia|HongkongChina|2011-06-27",375,472,2011-06-27,2011.48493150685,2011-06-27,"HongkongChina","Persistent lineages","2011-06"
